432.895	1000
433.423	1004
433.95	1002
434.478	1002
435.006	1001
435.534	1004
436.062	1002
436.589	1000
437.117	1000
437.645	1002
438.172	1005
438.7	1005
439.228	998
439.756	1004
440.283	1002
440.811	999
441.338	1002
441.866	1002
442.394	1003
442.921	1002
443.449	1001
443.976	1003
444.504	998
445.031	1002
445.559	999
446.086	1004
446.614	1000
447.141	1002
447.669	1002
448.196	1002
448.724	1000
449.251	1001
449.778	1002
450.306	1001
450.833	1000
451.361	1002
451.888	1001
452.415	1003
452.943	1001
453.47	1001
453.997	1000
454.524	1003
455.052	1001
455.579	1000
456.106	1002
456.633	1000
457.16	1001
457.688	1003
458.215	1001
458.742	1001
459.269	999
459.796	1000
460.323	1001
460.85	1001
461.377	1001
461.904	1003
462.431	1001
462.958	999
463.485	998
464.012	1002
464.539	1003
465.066	1004
465.593	1001
466.12	1003
466.647	1002
467.174	999
467.701	1003
468.228	1001
468.755	1003
469.282	1003
469.808	1000
470.335	1005
470.862	1001
471.389	999
471.915	1001
472.442	1002
472.969	1004
473.496	1001
474.022	1002
474.549	1003
475.076	1002
475.602	1001
476.129	1001
476.656	1002
477.182	999
477.709	1001
478.235	1001
478.762	1002
479.289	1002
479.815	1004
480.342	1000
480.868	1003
481.395	1003
481.921	1002
482.448	1001
482.974	1003
483.5	999
484.027	1005
484.553	1002
485.08	1001
485.606	1002
486.132	1002
486.659	1002
487.185	1000
487.711	999
488.238	1001
488.764	1001
489.29	1000
489.816	1002
490.343	1003
490.869	999
491.395	1003
491.921	1002
492.447	999
492.973	1001
493.5	999
494.026	1000
494.552	1000
495.078	1003
495.604	1004
496.13	998
496.656	1001
497.182	1002
497.708	1002
498.234	1004
498.76	1002
499.286	1003
499.812	1001
500.338	1004
500.864	1005
501.39	1009
501.916	1006
502.441	1012
502.967	1009
503.493	1007
504.019	1011
504.545	1013
505.071	1014
505.596	1007
506.122	1013
506.648	1010
507.174	1008
507.699	1010
508.225	1013
508.751	1007
509.276	1012
509.802	1009
510.328	1012
510.853	1019
511.379	1011
511.904	1015
512.43	1014
512.955	1008
513.481	1013
514.006	1014
514.532	1017
515.057	1010
515.583	1013
516.108	1013
516.634	1021
517.159	1018
517.685	1024
518.21	1017
518.735	1019
519.261	1020
519.786	1031
520.311	1021
520.837	1027
521.362	1030
521.887	1041
522.413	1030
522.938	1040
523.463	1046
523.988	1048
524.513	1047
525.039	1043
525.564	1051
526.089	1049
526.614	1058
527.139	1060
527.664	1068
528.189	1082
528.714	1087
529.24	1085
529.765	1085
530.29	1097
530.815	1082
531.34	1091
531.865	1087
532.389	1094
532.914	1111
533.439	1092
533.964	1113
534.489	1130
535.014	1126
535.539	1162
536.064	1150
536.588	1142
537.113	1149
537.638	1146
538.163	1153
538.688	1153
539.212	1151
539.737	1151
540.262	1161
540.786	1159
541.311	1160
541.836	1164
542.36	1166
542.885	1164
543.41	1158
543.934	1171
544.459	1154
544.983	1176
545.508	1161
546.032	1174
546.557	1163
547.081	1163
547.606	1179
548.13	1178
548.655	1170
549.179	1164
549.704	1182
550.228	1180
550.752	1170
551.277	1203
551.801	1176
552.325	1191
552.85	1194
553.374	1200
553.898	1187
554.423	1212
554.947	1223
555.471	1197
555.995	1203
556.519	1221
557.044	1205
557.568	1211
558.092	1221
558.616	1218
559.14	1231
559.664	1226
560.188	1240
560.712	1249
561.236	1243
561.76	1249
562.284	1254
562.808	1263
563.332	1282
563.856	1275
564.38	1272
564.904	1294
565.428	1290
565.952	1305
566.476	1322
567	1317
567.523	1332
568.047	1348
568.571	1342
569.095	1345
569.619	1356
570.142	1341
570.666	1351
571.19	1349
571.714	1394
572.237	1353
572.761	1360
573.285	1379
573.808	1364
574.332	1369
574.855	1362
575.379	1374
575.903	1357
576.426	1373
576.95	1349
577.473	1346
577.997	1329
578.52	1334
579.044	1320
579.567	1312
580.09	1308
580.614	1295
581.137	1291
581.661	1289
582.184	1280
582.707	1287
583.231	1260
583.754	1272
584.277	1275
584.8	1261
585.324	1218
585.847	1240
586.37	1238
586.893	1209
587.417	1201
587.94	1197
588.463	1201
588.986	1208
589.509	1232
590.032	1219
590.555	1212
591.078	1217
591.601	1227
592.124	1212
592.647	1224
593.17	1208
593.693	1207
594.216	1221
594.739	1211
595.262	1204
595.785	1219
596.308	1196
596.831	1207
597.354	1194
597.877	1197
598.399	1179
598.922	1204
599.445	1183
599.968	1198
600.49	1194
601.013	1194
601.536	1209
602.059	1178
602.581	1199
603.104	1213
603.627	1204
604.149	1225
604.672	1205
605.194	1205
605.717	1205
606.24	1198
606.762	1202
607.285	1209
607.807	1195
608.33	1219
608.852	1202
609.374	1205
609.897	1210
610.419	1214
610.942	1205
611.464	1206
611.986	1211
612.509	1231
613.031	1215
613.553	1235
614.076	1232
614.598	1226
615.12	1222
615.642	1216
616.165	1224
616.687	1225
617.209	1234
617.731	1229
618.253	1231
618.775	1237
619.297	1226
619.82	1243
620.342	1253
620.864	1239
621.386	1237
621.908	1238
622.43	1211
622.952	1228
623.474	1229
623.996	1212
624.518	1224
625.039	1208
625.561	1199
626.083	1208
626.605	1202
627.127	1198
627.649	1187
628.171	1200
628.692	1194
629.214	1183
629.736	1172
630.258	1186
630.779	1183
631.301	1177
631.823	1174
632.344	1175
632.866	1177
633.388	1168
633.909	1155
634.431	1158
634.952	1167
635.474	1157
635.995	1153
636.517	1150
637.038	1150
637.56	1153
638.081	1166
638.603	1157
639.124	1160
639.646	1147
640.167	1156
640.688	1151
641.21	1152
641.731	1174
642.252	1153
642.773	1164
643.295	1157
643.816	1154
644.337	1155
644.859	1149
645.38	1146
645.901	1153
646.422	1175
646.943	1166
647.464	1161
647.985	1160
648.506	1170
649.028	1163
649.549	1171
650.07	1160
650.591	1167
651.112	1167
651.633	1188
652.154	1178
652.674	1162
653.195	1180
653.716	1180
654.237	1169
654.758	1181
655.279	1189
655.8	1193
656.321	1182
656.841	1176
657.362	1190
657.883	1191
658.404	1200
658.924	1200
659.445	1212
659.966	1197
660.486	1203
661.007	1212
661.528	1210
662.048	1242
662.569	1229
663.089	1232
663.61	1244
664.13	1229
664.651	1249
665.171	1253
665.692	1256
666.212	1268
666.733	1265
667.253	1280
667.774	1258
668.294	1271
668.814	1283
669.335	1299
669.855	1293
670.375	1292
670.896	1304
671.416	1299
671.936	1323
672.456	1299
672.977	1304
673.497	1297
674.017	1307
674.537	1311
675.057	1286
675.577	1308
676.097	1304
676.617	1301
677.137	1310
677.657	1312
678.177	1303
678.698	1319
679.217	1288
679.737	1287
680.257	1304
680.777	1290
681.297	1295
681.817	1307
682.337	1298
682.857	1267
683.377	1276
683.896	1283
684.416	1257
684.936	1271
685.456	1287
685.975	1259
686.495	1257
687.015	1250
687.535	1249
688.054	1247
688.574	1239
689.093	1256
689.613	1260
690.133	1241
690.652	1242
691.172	1243
691.691	1233
692.211	1251
692.73	1244
693.25	1245
693.769	1255
694.289	1243
694.808	1254
695.327	1238
695.847	1242
696.366	1235
696.885	1242
697.405	1226
697.924	1236
698.443	1227
698.962	1230
699.482	1228
700.001	1253
700.52	1238
701.039	1237
701.558	1231
702.078	1252
702.597	1257
703.116	1241
703.635	1240
704.154	1252
704.673	1251
705.192	1232
705.711	1236
706.23	1251
706.749	1251
707.268	1252
707.787	1236
708.306	1247
708.824	1258
709.343	1262
709.862	1254
710.381	1282
710.9	1245
711.419	1283
