432.895	998
433.423	1000
433.95	1000
434.478	1002
435.006	999
435.534	1001
436.062	1000
436.589	997
437.117	1001
437.645	998
438.172	999
438.7	1000
439.228	998
439.756	1003
440.283	999
440.811	999
441.338	1002
441.866	998
442.394	1003
442.921	997
443.449	1001
443.976	1001
444.504	997
445.031	998
445.559	1001
446.086	999
446.614	1000
447.141	997
447.669	999
448.196	999
448.724	1000
449.251	997
449.778	999
450.306	1000
450.833	1000
451.361	998
451.888	998
452.415	999
452.943	999
453.47	998
453.997	996
454.524	1000
455.052	999
455.579	998
456.106	1001
456.633	1000
457.16	1001
457.688	1000
458.215	1000
458.742	1000
459.269	1000
459.796	999
460.323	1001
460.85	1000
461.377	998
461.904	1000
462.431	1000
462.958	1001
463.485	999
464.012	1000
464.539	1000
465.066	1002
465.593	999
466.12	1000
466.647	1000
467.174	999
467.701	1000
468.228	999
468.755	1000
469.282	1002
469.808	1001
470.335	999
470.862	998
471.389	1000
471.915	1000
472.442	1000
472.969	1001
473.496	999
474.022	1000
474.549	1001
475.076	998
475.602	999
476.129	1001
476.656	1002
477.182	1001
477.709	1002
478.235	998
478.762	1002
479.289	996
479.815	1000
480.342	1000
480.868	1002
481.395	1000
481.921	997
482.448	1000
482.974	1000
483.5	998
484.027	1003
484.553	1000
485.08	999
485.606	1000
486.132	996
486.659	1000
487.185	1000
487.711	998
488.238	1000
488.764	1000
489.29	1002
489.816	1001
490.343	998
490.869	1000
491.395	1000
491.921	1000
492.447	998
492.973	1001
493.5	999
494.026	1001
494.552	999
495.078	1000
495.604	1000
496.13	1000
496.656	1000
497.182	1002
497.708	1002
498.234	1002
498.76	1005
499.286	1014
499.812	1028
500.338	1070
500.864	1124
501.39	1134
501.916	1138
502.441	1134
502.967	1152
503.493	1148
504.019	1156
504.545	1161
505.071	1173
505.596	1173
506.122	1186
506.648	1173
507.174	1171
507.699	1182
508.225	1182
508.751	1188
509.276	1200
509.802	1201
510.328	1212
510.853	1217
511.379	1216
511.904	1230
512.43	1239
512.955	1220
513.481	1222
514.006	1243
514.532	1237
515.057	1261
515.583	1261
516.108	1268
516.634	1288
517.159	1264
517.685	1284
518.21	1284
518.735	1285
519.261	1311
519.786	1262
520.311	1280
520.837	1304
521.362	1305
521.887	1307
522.413	1332
522.938	1280
523.463	1292
523.988	1314
524.513	1303
525.039	1289
525.564	1309
526.089	1276
526.614	1297
527.139	1291
527.664	1284
528.189	1297
528.714	1308
529.24	1288
529.765	1276
530.29	1287
530.815	1268
531.34	1282
531.865	1286
532.389	1293
532.914	1306
533.439	1316
533.964	1350
534.489	1367
535.014	1370
535.539	1381
536.064	1382
536.588	1399
537.113	1421
537.638	1417
538.163	1420
538.688	1410
539.212	1411
539.737	1416
540.262	1426
540.786	1403
541.311	1417
541.836	1394
542.36	1424
542.885	1413
543.41	1446
543.934	1439
544.459	1434
544.983	1453
545.508	1460
546.032	1431
546.557	1450
547.081	1422
547.606	1451
548.13	1444
548.655	1419
549.179	1435
549.704	1469
550.228	1462
550.752	1470
551.277	1489
551.801	1475
552.325	1490
552.85	1484
553.374	1470
553.898	1492
554.423	1467
554.947	1490
555.471	1516
555.995	1493
556.519	1516
557.044	1491
557.568	1516
558.092	1520
558.616	1536
559.14	1520
559.664	1489
560.188	1495
560.712	1523
561.236	1526
561.76	1504
562.284	1512
562.808	1507
563.332	1487
563.856	1489
564.38	1502
564.904	1460
565.428	1487
565.952	1462
566.476	1464
567	1452
567.523	1451
568.047	1445
568.571	1449
569.095	1461
569.619	1458
570.142	1475
570.666	1459
571.19	1458
571.714	1461
572.237	1492
572.761	1503
573.285	1516
573.808	1481
574.332	1495
574.855	1498
575.379	1520
575.903	1532
576.426	1497
576.95	1507
577.473	1534
577.997	1536
578.52	1547
579.044	1518
579.567	1543
580.09	1523
580.614	1534
581.137	1553
581.661	1526
582.184	1520
582.707	1525
583.231	1508
583.754	1517
584.277	1510
584.8	1506
585.324	1494
585.847	1505
586.37	1487
586.893	1496
587.417	1484
587.94	1479
588.463	1503
588.986	1505
589.509	1512
590.032	1523
590.555	1526
591.078	1515
591.601	1518
592.124	1518
592.647	1519
593.17	1554
593.693	1506
594.216	1519
594.739	1532
595.262	1544
595.785	1521
596.308	1554
596.831	1529
597.354	1525
597.877	1524
598.399	1522
598.922	1528
599.445	1509
599.968	1492
600.49	1498
601.013	1497
601.536	1487
602.059	1505
602.581	1522
603.104	1501
603.627	1481
604.149	1501
604.672	1491
605.194	1456
605.717	1472
606.24	1483
606.762	1461
607.285	1473
607.807	1462
608.33	1439
608.852	1416
609.374	1434
609.897	1436
610.419	1448
610.942	1410
611.464	1396
611.986	1382
612.509	1393
613.031	1397
613.553	1391
614.076	1356
614.598	1367
615.12	1361
615.642	1342
616.165	1342
616.687	1342
617.209	1329
617.731	1335
618.253	1353
618.775	1346
619.297	1344
619.82	1340
620.342	1339
620.864	1352
621.386	1318
621.908	1342
622.43	1314
622.952	1320
623.474	1351
623.996	1336
624.518	1334
625.039	1297
625.561	1297
626.083	1311
626.605	1295
627.127	1300
627.649	1295
628.171	1294
628.692	1316
629.214	1289
629.736	1289
630.258	1272
630.779	1285
631.301	1285
631.823	1275
632.344	1271
632.866	1289
633.388	1251
633.909	1268
634.431	1245
634.952	1248
635.474	1255
635.995	1251
636.517	1243
637.038	1246
637.56	1247
638.081	1234
638.603	1227
639.124	1227
639.646	1233
640.167	1225
640.688	1221
641.21	1224
641.731	1224
642.252	1219
642.773	1202
643.295	1223
643.816	1211
644.337	1224
644.859	1219
645.38	1197
645.901	1210
646.422	1216
646.943	1202
647.464	1208
647.985	1196
648.506	1229
649.028	1197
649.549	1190
650.07	1198
650.591	1199
651.112	1195
651.633	1184
652.154	1189
652.674	1182
653.195	1191
653.716	1180
654.237	1170
654.758	1191
655.279	1184
655.8	1190
656.321	1174
656.841	1175
657.362	1166
657.883	1178
658.404	1155
658.924	1155
659.445	1162
659.966	1153
660.486	1175
661.007	1155
661.528	1150
662.048	1156
662.569	1140
663.089	1149
663.61	1149
664.13	1131
664.651	1119
665.171	1131
665.692	1125
666.212	1121
666.733	1124
667.253	1121
667.774	1120
668.294	1109
